3408,737,5611,Cabriolet,1
3410,739,739,Sedan,1
3411,740,741,Sedan,1
3412,742,743,wagon,1
3413,742,743,Sedan,1
3414,18961,745,Sedan,1
3415,750,747,Pickup,1
3416,751,5612,Sedan,1
3417,751,5612,Hatchback,1
3418,753,750,Sedan,1
3419,753,750,Coupe,1
3420,759,759,Sedan,1
3422,761,768,Si Coupe 2-doors,1
3423,762,5613,Sedan,1
3424,762,5613,Hatchback,1
3425,763,778,Crossover,1
3426,764,782,Del Sol targa 2-doors,1
3427,767,785,Crossover 5-doors,1
3428,768,787,Sedan,1
3429,770,789,Crossover 5-doors,1
3430,774,5834,Hatchback,1
3433,778,794,Hatchback,1
3434,779,796,Sedan,1
3435,780,801,Type R Coupe 2-doors,1
3436,782,805,Hatchback,1
3437,783,807,Sedan,1
3438,784,811,Pastel hatchback 5-doors,1
3439,785,5615,Hatchback 5-doors,1
3440,785,5615,Hatchback 3-doors,1
3442,790,819,Minivan 5-doors,1
3443,792,823,wagon,1
3444,793,825,SUV,1
3445,794,827,Crossover,1
3446,795,829,Coupe 2-doors,1
3447,801,834,Sedan,1
3448,803,836,Minivan,1
3449,804,840,Minivan,1
3451,815,5616,SUV,1
3452,815,5616,Pickup,1
3454,816,5617,SUT pickup,1
3455,816,5617,SUV,1
3456,818,844,Sedan,1
3457,818,844,Hatchback,1
3458,820,6984,Sedan,1
3459,822,852,Coupe,1
3460,824,10247,Sedan,1
3461,824,10247,Coupe,1
3462,825,860,Sedan,1
3463,826,861,Sedan,1
3464,827,5618,Innovation SUV 3-doors,1
3465,827,5618,Exceed SUV 5-doors,1
3466,828,864,Sedan,1
3467,830,5619,Hatchback 5-doors,1
3468,830,5619,Hatchback 3-doors,1
3469,831,867,Sedan,1
3470,832,872,Hatchback,1
3471,833,5620,Hatchback 5-doors,1
3472,833,5620,Active hatchback 5-doors,1
3473,834,875,Hatchback 3-doors,1
3474,834,875,Hatchback 5-doors,1
3475,834,875,wagon,1
3476,835,5621,Sedan,1
3477,835,5621,wagon,1
3478,839,878,Sportswagon wagon,1
3479,839,878,Sedan,1
3480,844,880,Pickup,1
3481,845,882,Crossover 5-doors,1
3484,849,887,Sedan 4-doors,1
3486,853,896,Coupe,1
3487,855,898,Crossover,1
3488,859,900,Sedan,1
3489,859,9407,Hatchback,1
3490,862,902,Crossover 5-doors,1
3494,864,909,Sedan 4-doors,1
3495,867,911,Sport Sedan 4-doors,1
